Woord;Horen;Zien;Ruiken;Proeven;Voelen;Sensaties;Modality;ModalityExclusivity;MaxPercStrength;AvModalityStrength;Minkowski3;Concreteness;ConcretenessCategory;Imageability;ImageabilityCategory;SourceImageability;Frequency;Prevalence;Length;Nsyl;N_phonemes;PoS;OLD20;DLP_RT;DLP_Acc;DCP_RT;DCP_Acc
aanloop;1,00;3,17;0,00;0,00;0,33;0,75;Zien;0,603174603;3,17;0,88;3,214438068;2,866666667;low;3,87;low;van Loon;45;2,588712568;7;2;5;N;1,7;568,34;1;1025,99;0,99
aanlopen;1,60;3,50;0,00;0,00;1,60;1,00;Zien;0,454545455;3,5;1,28;3,734113535;3,133333333;high;#N/B;#N/B;#N/B;39;2,31434752;8;3;6;WW;1,75;526,13;0,975;1210,73;0,98
aanmaak;0,36;1,91;0,00;0,00;0,45;0,09;Zien;0,677419355;1,91;0,47;1,922058356;2,615384615;low;#N/B;#N/B;#N/B;8;3,026106862;7;2;5;N;1,8;512,59;1;1082,89;1
aanmaken;0,27;2,00;0,00;0,00;0,91;0,00;Zien;0,628571429;2;0,53;2,062336895;3,133333333;high;#N/B;#N/B;#N/B;33;2,817652296;8;3;6;WW;1,7;519,77;0,975;993,58;1
aanmanen;2,17;1,92;0,00;0,00;0,25;0,33;Horen;0,464285714;2,17;0,78;2,584575654;2,642857143;low;#N/B;#N/B;#N/B;1;2,172932183;8;3;6;WW;1,85;624,91;0,707317073;1259,79;0,97
aanmaning;2,20;1,70;0,00;0,00;0,00;0,70;Horen;0,47826087;2,2;0,77;2,514792302;2,428571429;low;#N/B;#N/B;#N/B;11;2,1285586;9;3;7;N;2,35;658,11;0,825;1175,14;0,98
aanmatigen;0,91;2,45;0,00;0,00;0,45;0,36;Zien;0,586956522;2,45;0,70;2,503006651;2,166666667;low;#N/B;#N/B;#N/B;0;1,247384573;10;4;8;WW;2,45;650,51;0,725;1255,82;0,88
aanmatigend;1,43;1,71;0,00;0,00;0,00;0,71;Zien;0,444444444;1,71;0,64;2,026138912;2;low;#N/B;#N/B;#N/B;29;1,24875678;11;4;10;ADJ;2,6;691,59;0,675;1311,08;0,91
aanmelden;3,00;2,60;0,10;0,00;0,40;0,00;Horen;0,491803279;3;1,02;3,547409338;2,666666667;low;#N/B;#N/B;#N/B;61;2,534054894;9;3;7;WW;1,85;523,65;1;985,36;0,99
aanmelding;1,25;1,83;0,00;0,00;0,00;0,58;Zien;0,5;1,83;0,61;2,025803768;2,4;low;#N/B;#N/B;#N/B;13;3,202805234;10;3;8;N;2,55;565,56;1;1046,34;1
aanmeren;1,08;2,92;0,67;0,25;1,17;0,42;Zien;0,41025641;2,92;1,08;3,038595971;3,5;high;#N/B;#N/B;#N/B;18;2,193252654;8;3;6;WW;1,75;656,03;0,926829268;1229,69;0,98
aanmerkelijk;0,78;1,78;0,00;0,00;0,56;1,00;Zien;0,432432432;1,78;0,69;1,936383865;1,5;low;#N/B;#N/B;#N/B;13;0,792385739;12;4;10;ADJ;2,9;654,00;0,9;1216,89;0,9
aanmerken;1,00;1,18;0,18;0,18;0,55;0,27;Zien;0,297297297;1,18;0,56;1,417008373;2,466666667;low;#N/B;#N/B;#N/B;6;2,048527824;9;3;7;WW;1,85;606,53;0,925;1108,59;0,98
aanmerking;2,50;1,80;0,00;0,00;0,00;0,30;Horen;0,543478261;2,5;0,77;2,779958939;1,428571429;low;#N/B;#N/B;#N/B;128;1,976499117;10;3;8;N;2,5;567,62;0,902439024;1145,75;0,99
aanmodderen;0,09;1,55;0,27;0,45;0,55;0,36;Zien;0,444444444;1,55;0,55;1,58958455;2,266666667;low;#N/B;#N/B;#N/B;9;2,127066866;11;4;8;WW;2,75;649,70;0,8;1193,66;0,98
aanmoedigen;3,20;3,10;0,00;0,00;1,80;0,70;Horen;0,363636364;3,2;1,47;4,096288531;2,866666667;low;#N/B;#N/B;#N/B;105;2,79066296;11;4;8;WW;2,35;571,00;0,975;1023,61;1
aanmoedigend;3,00;2,00;0,00;0,00;1,00;2,58;Horen;0,349514563;3;1,43;3,761950899;2,6;low;#N/B;#N/B;#N/B;9;2,245082806;12;4;10;ADJ;2,65;555,83;0,926829268;1333,37;0,99
aanmoediging;3,50;2,80;0,00;0,00;0,20;1,10;Horen;0,460526316;3,5;1,27;4,044625294;2,666666667;low;#N/B;#N/B;#N/B;58;3,100543711;12;4;9;N;3,05;587,88;0,975609756;1141,18;1
aannaaien;0,17;3,58;0,00;0,00;2,42;0,50;Zien;0,5375;3,58;1,11;3,920397833;3,357142857;high;#N/B;#N/B;#N/B;13;1,582501493;9;3;5;WW;1,95;636,25;0,85;1462,74;0,91
aanname;1,67;0,89;0,00;0,00;0,33;0,11;Horen;0,555555556;1,67;0,50;1,751195957;1,666666667;low;#N/B;#N/B;#N/B;24;1,083330264;7;3;5;N;2,2;557,24;0,95;1156,21;0,92
aannemelijk;0,91;1,09;0,27;0,18;0,45;0,45;Zien;0,27027027;1,09;0,56;1,313027107;1,266666667;low;#N/B;#N/B;#N/B;77;2,594392676;11;4;8;ADJ;3,05;547,50;1;1160,19;1
aannemen;1,90;2,50;0,00;0,00;2,40;0,50;Zien;0,342465753;2,5;1,22;3,315112807;2,133333333;low;3,93;low;van Loon;1323;2,796693822;8;3;5;WW;1,85;480,57;1;991,01;1
aannemer;1,60;3,00;0,00;0,00;0,40;0,00;Zien;0,6;3;0,83;3,146775907;3,066666667;high;#N/B;#N/B;#N/B;116;3,245202624;8;3;6;N;2,15;514,86;1;1089,88;1
aanpak;0,80;1,30;0,00;0,00;0,80;1,00;Zien;0,333333333;1,3;0,65;1,616113224;2,333333333;low;2,33;low;van Loon;361;2,795912214;6;2;5;N;1,6;514,20;1;942,64;1
aanpakken;0,50;1,50;0,00;0,00;2,90;0,00;Voelen;0,591836735;2,9;0,82;3,032571022;2,466666667;low;4,17;high;van Loon;868;3,191142083;9;3;6;WW;1,65;563,15;1;959,64;1
aanpalend;0,00;2,36;0,00;0,00;0,27;0,00;Zien;0,896551724;2,36;0,44;2,364846073;2,692307692;low;#N/B;#N/B;#N/B;0;1,976177845;9;3;8;ADJ;1,9;617,71;0,780487805;1217,49;0,86
aanpappen;1,18;2,18;0,00;0,00;1,27;0,55;Zien;0,421052632;2,18;0,86;2,425010804;2,533333333;low;#N/B;#N/B;#N/B;24;2,281268868;9;3;6;WW;1,75;688,20;0,85;1138,53;0,98
aanpassen;1,18;2,09;0,00;0,00;0,45;0,45;Zien;0,5;2,09;0,70;2,222612142;2,333333333;low;#N/B;#N/B;#N/B;392;2,853171443;9;3;6;WW;1,8;499,44;1;998,53;1
aanpassing;1,25;2,00;0,08;0,08;1,00;0,83;Zien;0,365079365;2;0,88;2,259334789;2,333333333;low;#N/B;#N/B;#N/B;66;2,745725296;10;3;7;N;2,5;556,68;0,951219512;993,93;0,99
aanplakbiljet;0,00;4,08;0,17;0,00;2,17;0,00;Zien;0,636363636;4,08;1,07;4,277397863;3,933333333;high;#N/B;#N/B;#N/B;7;2,029245645;13;4;12;N;4,45;733,80;0,875;1257,44;0,99
aanplanten;0,18;2,00;0,18;0,18;1,36;0,18;Zien;0,444444444;2;0,68;2,19390389;3,066666667;high;#N/B;#N/B;#N/B;0;2,649961838;10;3;8;WW;1,85;553,67;0,853658537;1137,16;0,99
aanporren;1,20;3,50;0,00;0,00;3,60;1,00;Voelen;0,387096774;3,6;1,55;4,518589765;3,533333333;high;#N/B;#N/B;#N/B;0;1,865673937;9;3;6;WW;2,05;649,58;0,756097561;1257,08;0,82
aanpraten;3,55;0,91;0,00;0,00;0,36;0,27;Horen;0,696428571;3,55;0,85;3,567058732;2;low;#N/B;#N/B;#N/B;21;2,024727819;9;3;7;WW;1,9;619,45;1;1137,56;0,98
aanprijzen;2,90;1,50;0,00;0,00;0,00;0,70;Horen;0,568627451;2,9;0,85;3,040452091;2,333333333;low;#N/B;#N/B;#N/B;11;2,390646637;10;3;7;WW;1,9;615,23;0,925;1074,91;0,99
aanraden;3,30;0,70;0,00;0,00;0,10;0,60;Horen;0,70212766;3,3;0,78;3,317052835;2,333333333;low;3,3;low;van Loon;123;2,458970664;8;3;6;WW;1,5;503,14;1;987,34;0,99
aanrader;1,83;1,25;0,17;0,33;0,00;1,08;Horen;0,392857143;1,83;0,78;2,112565685;2,266666667;low;#N/B;#N/B;#N/B;4;3,199745068;8;3;7;N;1,95;536,01;1;1016,45;1
aanraken;0,08;2,17;0,17;0,08;4,92;1,33;Voelen;0,552380952;4,92;1,46;5,083930474;3,733333333;high;#N/B;#N/B;#N/B;1232;2,77255946;8;3;6;WW;1,55;524,67;1;1003,18;0,99
aanraking;0,75;2,75;0,50;0,33;3,50;1,83;Voelen;0,327586207;3,5;1,61;4,129468907;4;high;5,4;high;van Loon;129;2,814211597;9;3;7;N;2,6;507,52;0,975;1028,41;1
aanranden;1,25;2,33;0,08;0,00;2,42;1,25;Voelen;0,329545455;2,42;1,22;3,132048289;3,266666667;high;#N/B;#N/B;#N/B;20;2,463256563;9;3;7;WW;1,6;499,37;0,926829268;1099,96;0,99
aanrander;0,92;2,25;0,00;0,00;2,67;2,33;Voelen;0,326530612;2,67;1,36;3,525730011;3,066666667;high;#N/B;#N/B;#N/B;14;1,98269815;9;3;8;N;1,85;611,03;0,95;1300,87;0,98
aanranding;1,50;2,17;0,00;0,08;2,33;1,33;Voelen;0,314606742;2,33;1,24;3,058872278;2,533333333;low;#N/B;#N/B;#N/B;108;2,386806649;10;3;8;N;2,25;588,11;0,975609756;1073,31;0,99
aanrecht;0,00;3,64;0,18;0,00;2,55;0,00;Zien;0,571428571;3,64;1,06;4,012109559;4,4;high;6,63;high;van Loon;72;2,529818706;8;2;6;N;1,85;528,43;0,975609756;1017,08;1
aanreiken;0,08;2,33;0,00;0,00;2,58;0,00;Voelen;0,516666667;2,58;0,83;3,105313276;3,466666667;high;#N/B;#N/B;#N/B;9;1,886614764;9;3;6;WW;1,85;559,05;0,951219512;1172,66;0,96
aanrekenen;0,31;1,62;0,00;0,00;0,00;0,15;Zien;0,777777778;1,62;0,35;1,619560103;2,333333333;low;#N/B;#N/B;#N/B;34;2,93532849;10;4;8;WW;2,15;528,22;1;1028,78;0,98
aanrennen;0,67;3,00;0,42;0,00;0,17;0,42;Zien;0,642857143;3;0,78;3,016413804;2,866666667;low;#N/B;#N/B;#N/B;11;0,888893395;9;3;6;WW;1,85;615,83;0,87804878;1332,22;0,8
aanrichten;1,10;2,50;0,00;0,00;2,60;0,60;Voelen;0,382352941;2,6;1,13;3,263196834;2,333333333;low;3,17;low;van Loon;138;2,542308432;10;3;7;WW;1,75;578,97;0,925;1072,33;0,99
aanrijden;1,58;3,50;0,08;0,00;2,58;1,08;Zien;0,396226415;3,5;1,47;4,028062692;3,428571429;high;#N/B;#N/B;#N/B;78;2,483904019;9;3;6;WW;1,8;536,30;0,95;1017,69;0,99
aanrijding;3,00;3,58;0,25;0,00;2,50;1,50;Zien;0,330769231;3,58;1,81;4,514792806;4,066666667;high;#N/B;#N/B;#N/B;73;3,13122697;10;3;7;N;2,3;549,64;0,975609756;1077,45;1
aanroepen;3,67;1,00;0,17;0,00;0,25;0,42;Horen;0,666666667;3,67;0,92;3,693558036;2,571428571;low;#N/B;#N/B;#N/B;23;1,722945113;9;3;6;WW;1,8;587,44;0,975;1113,74;0,96
aanroeren;0,17;1,67;0,00;0,00;2,17;0,17;Voelen;0,52;2,17;0,69;2,455765137;2,642857143;low;#N/B;#N/B;#N/B;4;1,329232975;9;3;6;WW;1,7;571,78;0,8;1228,14;0,88
aanrukken;1,27;1,64;0,00;0,00;0,45;0,64;Zien;0,409090909;1,64;0,67;1,894061891;2,666666667;low;#N/B;#N/B;#N/B;19;1,877150835;9;3;6;WW;1,85;566,77;0,902439024;1184,94;0,97
aanschaf;0,55;1,64;0,00;0,00;0,45;0,64;Zien;0,5;1,64;0,55;1,697986918;2,071428571;low;4,47;high;van Loon;16;2,307892613;8;2;6;N;2,45;619,44;0,925;1066,73;0,99
aanschaffen;0,42;2,83;0,00;0,00;0,58;0,08;Zien;0,723404255;2,83;0,65;2,844558506;2,266666667;low;#N/B;#N/B;#N/B;44;2,821618929;11;3;7;WW;2,55;528,41;1;1021,02;1
aanscherpen;1,09;1,82;0,00;0,00;1,91;0,09;Voelen;0,388888889;1,91;0,82;2,425394024;3,333333333;high;#N/B;#N/B;#N/B;6;2,420299394;11;3;8;WW;2,35;594,92;0,853658537;1146,73;0,99
aanschieten;1,00;2,20;0,00;0,00;0,70;0,40;Zien;0,511627907;2,2;0,72;2,292920893;2,428571429;low;#N/B;#N/B;#N/B;3;2,112629664;11;3;7;WW;2,15;562,22;0,975609756;1190,33;0,99
aanschijn;0,20;3,00;0,00;0,00;0,00;1,40;Zien;0,652173913;3;0,77;3,098646652;1,6;low;#N/B;#N/B;#N/B;17;1,327692628;9;2;6;N;2,35;561,06;0,804878049;1303,53;0,79
aanschouwen;0,64;4,09;0,00;0,00;0,18;1,64;Zien;0,625;4,09;1,09;4,181417158;2,533333333;low;#N/B;#N/B;#N/B;115;2,839691912;11;3;7;WW;2,15;583,54;1;1019,94;1
aanschrijven;0,33;3,25;0,00;0,00;1,25;0,33;Zien;0,629032258;3,25;0,86;3,312755168;2,916666667;low;#N/B;#N/B;#N/B;0;2,112789913;12;3;8;WW;2,3;565,95;0,975;1218,91;0,98
aanschuiven;0,70;2,90;0,00;0,00;1,10;0,00;Zien;0,617021277;2,9;0,78;2,964886924;3,266666667;high;#N/B;#N/B;#N/B;28;2,679912147;11;3;7;WW;2,25;548,68;1;1011,03;1
aanslaan;0,45;0,82;0,00;0,00;0,91;1,09;Sensaties;0,333333333;1,09;0,55;1,390963846;2,2;low;#N/B;#N/B;#N/B;54;2,459559327;8;2;6;WW;1,85;583,89;0,9;1066,64;0,99
aanslag;3,27;3,64;0,27;0,00;1,82;1,73;Zien;0,338983051;3,64;1,79;4,55201477;3;high;4,03;high;van Loon;746;2,388777052;7;2;6;N;1,85;516,66;1;973,8;0,99
aanslepen;0,60;0,90;0,00;0,00;0,00;0,60;Zien;0,428571429;0,9;0,35;1,051019418;1,933333333;low;#N/B;#N/B;#N/B;10;2,566150562;9;3;7;WW;1,9;544,96;1;1076,31;0,99
aansluiten;0,38;2,00;0,08;0,00;1,15;0,62;Zien;0,472727273;2;0,71;2,14190805;2,733333333;low;#N/B;#N/B;#N/B;244;2,805615034;10;3;7;WW;2,05;554,82;0,975;1018,36;1
aansluiting;0,55;1,36;0,00;0,00;0,82;0,09;Zien;0,483870968;1,36;0,47;1,480705662;2,733333333;low;#N/B;#N/B;#N/B;56;2,634975274;11;3;8;N;2,3;546,11;0,975609756;1041,25;1
aansmeren;2,20;2,20;0,20;0,00;0,80;0,60;Joint;0,366666667;2,2;1,00;2,803397237;2,333333333;low;#N/B;#N/B;#N/B;31;2,155698831;9;3;7;WW;1,8;541,20;0,926829268;1110,73;0,98
aansnijden;0,60;2,60;0,00;0,00;2,40;0,00;Zien;0,464285714;2,6;0,93;3,162051757;3,666666667;high;#N/B;#N/B;#N/B;41;2,444728593;10;3;7;WW;1,95;583,96;1;1043,42;0,99
aanspannen;0,73;3,18;0,00;0,00;3,09;0,73;Zien;0,411764706;3,18;1,29;3,968749093;2,933333333;low;#N/B;#N/B;#N/B;20;2,723696815;10;3;7;WW;2;578,65;0,975609756;1100,71;1
aanspoelen;0,36;2,27;0,18;0,09;0,82;0,27;Zien;0,545454545;2,27;0,67;2,312230608;3,133333333;high;#N/B;#N/B;#N/B;16;2,420760943;10;3;7;WW;1,8;577,55;1;1059,53;0,99
aansporen;3,50;2,00;0,00;0,00;1,30;0,60;Horen;0,472972973;3,5;1,23;3,763077306;2,666666667;low;#N/B;#N/B;#N/B;26;2,833568726;9;3;7;WW;1,95;525,54;0,926829268;1044,66;0,99
aansporing;2,42;2,83;0,33;0,00;1,25;0,25;Zien;0,4;2,83;1,18;3,387298691;2,066666667;low;#N/B;#N/B;#N/B;19;2,671593571;10;3;8;N;2,3;560,58;0,975;1082,55;1
aanspraak;1,40;0,40;0,00;0,00;0,00;0,20;Horen;0,7;1,4;0,33;1,412139334;1,733333333;low;#N/B;#N/B;#N/B;78;2,479001249;9;2;7;N;2,55;544,51;0,975;1120,15;1
aansprakelijk;0,85;1,23;0,00;0,00;0,08;1,08;Zien;0,380952381;1,23;0,54;1,549409093;1,6;low;#N/B;#N/B;#N/B;60;2,472232354;13;4;11;ADJ;3,25;603,41;0,975;1095,85;0,99
aanspreken;3,17;2,08;0,00;0,00;0,17;0,33;Horen;0,550724638;3,17;0,96;3,443684917;3,466666667;high;#N/B;#N/B;#N/B;144;2,441623266;10;3;8;WW;1,75;502,19;1;1048,38;1
aanstaan;1,46;2,08;0,38;0,38;0,54;1,92;Zien;0,25;2,08;1,13;2,68989842;2,2;low;3,37;low;van Loon;54;2,236655733;8;2;6;WW;1,8;581,24;0,902439024;1166,7;0,99
aanstaand;0,18;0,27;0,00;0,09;0,09;0,36;Sensaties;0,363636364;0,36;0,17;0,423364501;1,4;low;2,45;low;de Deyne et al. 2019;4;2,035405824;9;2;7;ADJ;1,85;546,62;0,9;1189,66;0,99
aanstaande;0,91;1,91;0,00;0,00;0,18;0,55;Zien;0,538461538;1,91;0,59;1,989742119;2,133333333;low;#N/B;#N/B;#N/B;281;2,871838662;10;3;8;ADJ;1,85;580,92;0,975;1057,76;1
aanstaren;0,00;4,55;0,00;0,00;0,00;0,91;Zien;0,833333333;4,55;0,91;4,557543577;3,866666667;high;#N/B;#N/B;#N/B;54;2,217836327;9;3;7;WW;1,85;601,06;0,902439024;1041;0,99
aanstekelijk;1,91;2,27;0,00;0,00;0,09;1,36;Zien;0,403225806;2,27;0,94;2,769118953;2,066666667;low;#N/B;#N/B;#N/B;18;2,728917939;12;4;10;ADJ;2,95;554,05;0,975;1065,02;1
aansteken;1,15;3,08;0,23;0,08;1,23;0,46;Zien;0,481481481;3,08;1,04;3,195900983;3,8;high;5,67;high;van Loon;184;2,77255946;9;3;7;WW;1,55;514,06;1;1050,79;0,99
aansteker;1,38;4,31;0,77;0,15;2,38;0,46;Zien;0,43902439;4,31;1,58;4,590053535;4,733333333;high;6,4;high;van Loon;252;2,546000852;9;3;8;N;1,8;539,92;0,951219512;1029,63;0,99
aanstellen;2,50;2,80;0,00;0,00;0,00;1,70;Zien;0,4;2,8;1,17;3,489492295;2,333333333;low;#N/B;#N/B;#N/B;31;2,649237615;10;3;7;WW;1,8;555,89;0,951219512;1032,06;1
aansteller;2,92;2,33;0,00;0,00;0,08;0,17;Horen;0,53030303;2,92;0,92;3,347784481;2,133333333;low;#N/B;#N/B;#N/B;29;2,62188734;10;3;8;N;2,4;578,28;1;1065,2;0,99
aanstellerig;2,30;2,80;0,00;0,00;0,00;1,30;Zien;0,4375;2,8;1,07;3,311560313;1,666666667;low;#N/B;#N/B;#N/B;5;2,330724498;12;4;10;ADJ;2,9;745,67;0,925;1293,25;0,99
aanstellerij;2,80;2,90;0,00;0,00;0,00;1,50;Zien;0,402777778;2,9;1,20;3,677043151;2;low;#N/B;#N/B;#N/B;28;2,185565012;12;4;9;N;3,15;627,33;0,951219512;1088,7;0,99
aanstelling;1,00;2,30;0,00;0,00;0,00;0,10;Zien;0,676470588;2,3;0,57;2,361420193;1,933333333;low;#N/B;#N/B;#N/B;103;2,464917463;11;3;8;N;2,45;549,58;0,975609756;1053,26;0,99
aansterken;0,50;2,70;0,20;0,30;0,80;2,30;Zien;0,367647059;2,7;1,13;3,191972064;2,133333333;low;#N/B;#N/B;#N/B;14;2,136357439;10;3;8;WW;1,8;569,72;0,926829268;1140,27;0,98
aanstichten;0,67;1,17;0,00;0,00;0,75;0,08;Zien;0,4375;1,17;0,44;1,321289099;2,076923077;low;#N/B;#N/B;#N/B;5;0,812079279;11;3;8;WW;2,1;658,72;0,804878049;1305,76;0,89
aanstichter;0,22;1,44;0,00;0,00;0,22;0,00;Zien;0,764705882;1,44;0,31;1,447942432;2,357142857;low;#N/B;#N/B;#N/B;17;1,603306762;11;3;9;N;2,55;592,58;0,853658537;1192,35;0,96
aanstippen;0,75;3,33;0,00;0,00;0,92;0,17;Zien;0,64516129;3,33;0,86;3,368856204;3,466666667;high;#N/B;#N/B;#N/B;2;2,347561265;10;3;7;WW;1,8;588,35;0,95;1095,09;0,99
aanstoken;0,60;2,30;0,00;0,00;1,50;0,10;Zien;0,511111111;2,3;0,75;2,507126334;2,866666667;low;#N/B;#N/B;#N/B;0;1,26201217;9;3;7;WW;1,65;605,12;0,925;1222;0,77
aanstoker;1,27;2,27;0,09;0,00;0,91;0,64;Zien;0,438596491;2,27;0,86;2,45579186;2,857142857;low;#N/B;#N/B;#N/B;4;1,727235244;9;3;8;N;2,25;587,51;0,853658537;1284,97;0,82
aanstoot;1,00;1,50;0,00;0,00;1,25;1,25;Zien;0,3;1,5;0,83;2,023168084;1,866666667;low;#N/B;#N/B;#N/B;39;2,48083592;8;2;6;N;1,6;593,24;0,85;1053,71;0,99
aanstootgevend;2,27;2,00;0,27;0,00;0,91;2,45;Sensaties;0,310344828;2,45;1,32;3,280355383;2;low;#N/B;#N/B;#N/B;33;2,41617351;14;4;12;ADJ;4,8;654,72;0,87804878;1256,65;0,99
aanstormen;1,92;3,00;0,00;0,00;0,15;0,62;Zien;0,527027027;3;0,95;3,250647832;3,2;high;#N/B;#N/B;#N/B;3;2,174811665;10;3;8;WW;1,8;587,93;0,975;1174,46;0,98
aanstotelijk;1,42;2,17;0,42;0,17;0,58;1,50;Zien;0,32;2,17;1,04;2,554276078;1,733333333;low;#N/B;#N/B;#N/B;0;1,487226716;12;4;10;ADJ;3,25;622,48;0,925;1249,78;0,92
aanstoten;1,92;2,75;0,00;0,00;2,58;0,75;Zien;0,34375;2,75;1,33;3,570018491;3;high;#N/B;#N/B;#N/B;4;1,959872497;9;3;7;WW;1,65;546,10;0,926829268;1143,55;0,98
aanstrepen;0,08;2,33;0,00;0,00;1,67;0,00;Zien;0,571428571;2,33;0,68;2,588007493;3,533333333;high;#N/B;#N/B;#N/B;3;2,043839837;10;3;8;WW;1,9;637,50;0,9;1098,07;0,98
aansturen;0,85;1,54;0,00;0,00;0,69;0,77;Zien;0,4;1,54;0,64;1,713858739;2,466666667;low;#N/B;#N/B;#N/B;18;2,497511599;9;3;7;WW;1,8;585,35;0,975609756;1095,43;0,98
aantal;1,00;2,67;0,00;0,00;1,17;0,25;Zien;0,524590164;2,67;0,85;2,783514994;1,466666667;low;4,33;high;van Loon;2249;3,22645221;6;2;5;N;1,8;473,38;0,975609756;1002,08;1
aantasten;0,18;1,64;0,09;0,09;1,36;0,64;Zien;0,386363636;1,64;0,67;1,929419272;2,466666667;low;#N/B;#N/B;#N/B;57;2,343314321;9;3;7;WW;1,7;505,39;0,975609756;1089,21;0,98
aantekenen;0,10;2,70;0,00;0,00;0,50;0,00;Zien;0,818181818;2,7;0,55;2,705749067;2,666666667;low;#N/B;#N/B;#N/B;31;2,673205264;10;4;8;WW;1,85;555,47;1;1125,9;1
aantekening;0,42;3,50;0,00;0,00;1,00;0,50;Zien;0,646153846;3,5;0,90;3,532281959;3,533333333;high;#N/B;#N/B;#N/B;64;2,842024956;11;4;9;N;2,4;541,89;1;1059,03;1
aantijgen;2,56;1,33;0,11;0,11;0,11;2,11;Horen;0,385964912;2,56;1,06;3,053601444;1,846153846;low;#N/B;#N/B;#N/B;0;1,365482909;9;3;6;WW;1,85;635,22;0,682926829;1424,49;0,92
aantijging;2,91;1,45;0,00;0,00;0,00;1,00;Horen;0,542372881;2,91;0,89;3,061560314;2,272727273;low;#N/B;#N/B;#N/B;28;1,655085229;10;3;7;N;2,7;610,24;0,682926829;1276,02;0,92
aantikken;2,36;2,45;0,00;0,00;3,82;0,27;Voelen;0,428571429;3,82;1,48;4,373897359;3,6;high;#N/B;#N/B;#N/B;8;2,464533815;9;3;6;WW;1,65;556,44;0,9;1080,63;0,99
aantocht;0,77;2,62;0,00;0,00;0,00;0,00;Zien;0,772727273;2,62;0,56;2,637379935;2,714285714;low;#N/B;#N/B;#N/B;0;2,439900732;8;2;6;N;2;543,43;0,975;1042,61;0,98
aantonen;0,91;3,73;0,27;0,27;1,09;0,36;Zien;0,520547945;3,73;1,11;3,777886553;2,4;low;#N/B;#N/B;#N/B;179;2,529277963;8;3;6;WW;1,95;513,35;1;1013,73;0,99
aantreden;0,73;1,36;0,00;0,00;0,36;0,45;Zien;0,46875;1,36;0,48;1,452174167;2,666666667;low;#N/B;#N/B;#N/B;124;2,340258829;9;3;7;WW;1,8;538,02;1;1094,26;1
aantreffen;1,00;3,36;0,18;0,00;0,64;0,00;Zien;0,649122807;3,36;0,86;3,400463031;2,133333333;low;#N/B;#N/B;#N/B;80;2,645162089;10;3;7;WW;2,55;518,15;1;1068,54;1
aantrekkelijk;0,70;4,60;0,50;0,00;0,40;2,30;Zien;0,541176471;4,6;1,42;4,791927984;2,466666667;low;5,75;high;de Deyne et al. 2019;752;2,779232184;13;4;10;ADJ;3,2;509,02;0,975609756;1092,37;1
aantrekken;0,00;3,17;0,00;0,00;2,25;0,58;Zien;0,527777778;3,17;1,00;3,512708899;2,466666667;low;5,9;high;van Loon;541;2,779186291;10;3;7;WW;1,85;533,40;1;1007,89;1
aantrekking;1,15;2,15;0,62;0,46;1,38;3,00;Sensaties;0,289473684;3;1,46;3,462563799;1,933333333;low;#N/B;#N/B;#N/B;51;2,25809475;11;3;8;N;2,7;548,20;0,951219512;1203,96;0,98
aanvaardbaar;1,64;1,36;0,00;0,09;0,09;1,09;Horen;0,382978723;1,64;0,71;2,01793289;1,933333333;low;#N/B;#N/B;#N/B;66;2,666966512;12;3;9;ADJ;3,55;535,42;1;1145,48;1
aanvaarden;1,70;1,90;0,00;0,00;0,60;1,60;Zien;0,327586207;1,9;0,97;2,524244129;2,2;low;#N/B;#N/B;#N/B;434;2,378654722;10;3;7;WW;1,8;532,68;1;1023,92;0,99
aanvaarding;1,67;1,75;0,00;0,00;0,17;1,75;Joint;0,328125;1,75;0,89;2,485408832;1,866666667;low;#N/B;#N/B;#N/B;28;2,140275937;11;3;8;N;2,55;531,32;0,975;1167,49;0,98
aanval;2,82;3,91;0,36;0,00;2,00;1,82;Zien;0,358333333;3,91;1,82;4,581650398;3,133333333;high;4,2;high;van Loon;2081;2,908519204;6;2;5;N;1,8;490,52;0,975609756;981,51;0,99
aanvallen;1,92;3,83;0,00;0,00;2,67;1,92;Zien;0,370967742;3,83;1,72;4,470987718;3,4;high;5,83;high;van Loon;1688;2,650688585;9;3;6;WW;1,8;490,69;0,975;973,02;1
aanvallend;1,75;2,42;0,00;0,00;0,42;1,42;Zien;0,402777778;2,42;1,00;2,818453325;2,666666667;low;#N/B;#N/B;#N/B;12;3,157602218;10;3;8;ADJ;1,85;512,67;0,975609756;1061,16;1
aanvaller;1,30;3,10;0,00;0,00;1,10;1,10;Zien;0,46969697;3,1;1,10;3,260126207;3,266666667;high;#N/B;#N/B;#N/B;119;2,616605479;9;3;7;N;2,4;494,92;1;1083,83;1
aanvalsteam;0,91;2,09;0,18;0,00;0,91;0,45;Zien;0,46;2,09;0,76;2,206578221;2,8;low;#N/B;#N/B;#N/B;27;1,59246449;11;3;9;N;3,65;680,20;0,725;1522,74;0,93
aanvang;1,67;1,75;0,17;0,17;0,00;0,42;Zien;0,42;1,75;0,69;2,15949304;1,933333333;low;4,2;high;van Loon;27;2,781139814;7;2;5;N;1,8;495,57;1;1027,54;0,99
aanvangen;1,27;1,09;0,00;0,00;0,00;0,73;Horen;0,411764706;1,27;0,52;1,552863658;1,933333333;low;#N/B;#N/B;#N/B;36;2,659530233;9;3;6;WW;1,75;499,34;0,975609756;1078,49;0,99
